Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,215455,153425,35400,26630,33463,7196746,277,0
Forth,88838,76095,0,12743,938,4669751,185,0
XML,81398,64630,4741,12027,0,3384636,259,0
C Header,26447,9513,13767,3167,158,969162,127,0
Extensible Stylesheet Language Transformations,7931,6798,0,1133,0,297065,37,0
Autoconf,5757,3358,1682,717,428,193330,75,0
HTML,3763,3033,8,722,0,105929,241,0
m4,2495,2148,55,292,0,81253,50,0
CSS,2093,1414,351,328,0,41192,7,0
Shell,1685,1114,398,173,205,51686,14,0
JavaScript,1622,1212,352,58,101,72086,1,0
Prolog,922,922,0,0,0,11985,17,0
AWK,915,720,111,84,72,34196,7,0
Perl,868,643,118,107,73,22369,6,0
License,749,633,0,116,0,37210,2,0
Lua,466,311,95,60,37,13797,11,0
Korn Shell,406,283,73,50,47,11257,3,0
LEX,400,293,64,43,0,9180,1,0
Document Type Definition,395,279,0,116,0,12233,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,7701,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,0,4681,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,24,18,2,4,0,410,1,0
Module-Definition,19,12,3,4,0,291,1,0
