Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,234903,169020,37270,28613,36467,7871924,291,0
Forth,107015,91753,0,15262,1321,5726310,251,0
XML,83819,66215,4880,12724,0,3509293,266,0
C Header,28282,10191,14726,3365,183,1038888,136,0
Extensible Stylesheet Language Transformations,8452,7269,0,1183,0,315442,39,0
SVG,5896,5894,1,1,0,286989,1,0
Autoconf,5892,3463,1704,725,445,197322,77,0
HTML,3934,3163,8,763,0,110049,248,0
m4,2661,2293,55,313,0,86828,52,0
CSS,2098,1419,351,328,0,41309,7,0
JavaScript,1745,1334,353,58,117,108946,2,0
Shell,1697,1120,401,176,205,52097,15,0
CMake,1241,1123,26,92,41,55398,2,0
Perl,1061,769,168,124,100,28135,8,0
AWK,941,745,111,85,77,35288,7,0
Prolog,922,922,0,0,0,11985,17,0
License,750,633,0,117,0,37211,2,0
Python,473,340,48,85,78,14002,2,0
Lua,466,311,95,60,37,13797,11,0
LEX,415,302,69,44,0,9890,1,0
Korn Shell,406,283,73,50,47,11257,3,0
Document Type Definition,405,289,0,116,0,12592,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,9007,1,0
Windows Resource-Definition Script,191,144,30,17,0,7112,2,0
Makefile,180,67,86,27,0,5969,6,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,28,18,5,5,0,495,1,0
Module-Definition,19,12,3,4,0,291,1,0
