Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,198967,140042,34230,24695,30848,6617716,261,0
Forth,81528,70195,0,11333,279,4274329,183,0
XML,71011,56024,4350,10637,0,2969564,241,0
C Header,23857,8694,12266,2897,124,876784,117,0
Extensible Stylesheet Language Transformations,7868,6736,0,1132,0,293490,37,0
Autoconf,5255,3043,1546,666,401,174714,72,0
HTML,3665,2955,8,702,0,103429,223,0
m4,2381,2043,57,281,0,77534,49,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1677,1139,388,150,180,51732,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,882,688,111,83,74,30793,7,0
License,749,633,0,116,0,37210,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,466,311,95,60,37,13797,11,0
LEX,392,286,64,42,0,8805,1,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,215,181,0,34,0,7587,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,1,4677,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Module-Definition,19,12,3,4,0,291,1,0
Properties File,4,1,2,1,0,160,1,0
