Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,211644,150205,35186,26253,32813,7057748,276,0
Forth,85079,73265,0,11814,314,4444482,185,0
XML,75082,59204,4561,11317,0,3136344,253,0
C Header,26108,9376,13597,3135,151,956106,126,0
Extensible Stylesheet Language Transformations,7868,6736,0,1132,0,293498,37,0
Autoconf,5641,3282,1655,704,420,189591,75,0
HTML,3737,3012,8,717,0,105243,235,0
m4,2468,2123,53,292,0,79937,50,0
CSS,1972,1326,340,306,0,37613,6,0
Shell,1693,1151,389,153,184,52081,14,0
Prolog,922,922,0,0,0,11985,17,0
AWK,914,720,111,83,74,33223,7,0
Perl,868,643,118,107,73,22369,6,0
License,749,633,0,116,0,37210,2,0
Lua,466,311,95,60,37,13797,11,0
Korn Shell,406,283,73,50,47,11257,3,0
LEX,400,293,64,43,0,9180,1,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,329,256,0,73,0,11978,6,0
D,324,308,9,7,0,12419,2,0
Happy,217,183,0,34,0,7701,1,0
Windows Resource-Definition Script,191,144,30,17,0,7097,2,0
Makefile,111,26,69,16,0,4681,5,0
TeX,80,26,45,9,0,2582,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,23,17,2,4,0,392,1,0
Module-Definition,19,12,3,4,0,291,1,0
