Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,185664,129473,33094,23097,28406,6171409,260,0
XML,64012,50330,3967,9715,0,2675153,222,0
C Header,22206,8190,11234,2782,87,792273,128,0
Forth,16457,13989,0,2468,56,887488,54,0
Extensible Stylesheet Language Transformations,7698,6593,0,1105,0,286037,35,0
Autoconf,5406,3144,1538,724,395,179278,76,0
HTML,3212,2611,8,593,0,93130,206,0
CSS,1972,1326,340,306,0,37613,6,0
m4,1880,1602,45,233,0,60226,46,0
Shell,1647,1112,388,147,178,50732,15,0
Prolog,922,922,0,0,0,11985,17,0
AWK,849,654,111,84,70,29306,7,0
License,813,681,0,132,0,40048,2,0
Perl,713,514,106,93,58,17404,5,0
Lua,523,342,112,69,37,15413,11,0
Document Type Definition,391,276,0,115,0,12108,6,0
Plain Text,331,258,0,73,0,12116,6,0
D,274,260,8,6,0,10141,2,0
LEX,226,141,61,24,0,4961,1,0
Windows Resource-Definition Script,190,143,30,17,0,7040,2,0
Happy,154,131,0,23,0,5358,1,0
Makefile,111,26,69,16,1,4677,5,0
Module-Definition,94,71,3,20,0,1782,34,0
TeX,80,26,45,9,0,2582,1,0
Batch,47,38,0,9,3,1699,1,0
Expect,34,34,0,0,0,515,34,0
Properties File,4,0,3,1,0,100,1,0
