Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,13497145,9771346,1836650,1889149,1436530,366606281,19854,0
JSON,8919011,8919011,0,0,0,2137976879,1,0
C Header,3117052,2087744,654993,374315,34605,103697483,16140,0
Assembly,386156,289427,56745,39984,3702,9864084,1352,0
Plain Text,316309,246237,0,70072,0,11718934,2064,0
Device Tree,193983,155770,15888,22325,0,4659167,947,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
XML,50286,46774,307,3205,0,1810421,156,0
Makefile,44095,29426,7387,7282,317,1379816,1816,0
Perl,26398,20910,2637,2851,2401,696599,40,0
Go Template,25116,22838,0,2278,0,897904,30,0
HEX,18293,18222,0,71,0,900059,25,0
Shell,9599,6201,2426,972,676,256562,102,0
Python,5782,4481,604,697,773,184365,26,0
Happy,5233,4594,0,639,0,112186,8,0
LEX,2231,1684,278,269,0,51171,8,0
C++,1795,1603,42,150,270,44484,1,0
License,1421,1176,0,245,0,75214,6,0
BASH,1327,982,190,155,142,28432,40,0
SVG,1047,1045,2,0,0,39649,2,0
LaTeX,1022,911,3,108,0,51371,1,0
AWK,924,737,94,93,230,22721,8,0
LD Script,512,400,58,54,0,10115,15,0
Bazel,479,290,93,96,8,15491,1,0
HTML,436,378,0,58,0,16247,2,0
Unreal Script,410,209,139,62,11,10556,4,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10878,1,0
Autoconf,198,162,9,27,5,4245,6,0
DOT,159,123,7,29,0,6174,5,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,110,97,0,13,0,3937,6,0
Vim Script,42,27,12,3,5,1355,1,0
sed,33,30,3,0,30,2073,1,0
Snakemake,26,14,6,6,0,1094,1,0
Module-Definition,8,8,0,0,1,147,1,0
