Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,7112757,5074933,1056396,981428,783527,192641272,10825,0
C Header,1727698,1172896,343872,210930,21214,60479710,9681,0
Assembly,296295,227590,38668,30037,2946,7524424,1002,0
Plain Text,178295,136190,0,42105,0,6760637,724,0
Device Tree,27269,22587,1907,2775,0,664851,85,0
Makefile,25729,15721,5324,4684,144,790863,1069,0
Go Template,21236,18978,0,2258,0,716631,27,0
HEX,17207,17135,0,72,0,842018,26,0
Intel HEX,12642,12636,0,6,0,554610,28,0
Perl,9548,7012,1405,1131,1149,256434,23,0
Shell,4370,2768,1187,415,304,118386,48,0
Happy,3727,3280,0,447,0,77867,5,0
LEX,1864,1397,251,216,0,40961,5,0
C++,1759,1567,43,149,271,43178,1,0
TeX,1022,911,3,108,96,51371,1,0
Unreal Script,927,517,240,170,8,20822,4,0
LD Script,669,557,60,52,0,12733,17,0
Python,604,433,87,84,114,15494,5,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,386,223,78,85,5,11628,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
BASH,197,138,23,36,18,4970,3,0
ASP,169,136,0,33,9,4526,1,0
C++ Header,125,59,55,11,2,3859,2,0
AWK,119,96,9,14,13,3378,2,0
Autoconf,117,91,9,17,2,2541,4,0
Snakemake,32,20,6,6,0,1258,1,0
sed,32,29,3,0,29,2006,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
