Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,5464751,3883382,836835,744534,627449,149526543,8403,0
C Header,1320766,886544,267528,166694,18667,46765760,8095,0
Assembly,281496,217116,36187,28193,2800,7295519,836,0
Plain Text,140239,106471,0,33768,0,5253663,529,0
Makefile,22373,12981,5223,4169,155,676513,871,0
Go Template,20011,17797,0,2214,0,675469,21,0
Perl,4356,3234,634,488,542,122133,14,0
Shell,3404,2107,988,309,226,93581,41,0
Happy,3306,2905,0,401,0,70587,4,0
C++,1730,1541,42,147,266,42251,1,0
LEX,1533,1171,201,161,0,33660,4,0
License,1069,886,0,183,0,56929,4,0
TeX,1022,911,3,108,96,51367,1,0
Unreal Script,927,517,240,170,8,20822,4,0
Python,474,335,71,68,87,11786,4,0
HTML,425,367,0,58,0,15879,2,0
Bazel,348,195,67,86,5,10626,1,0
LD Script,315,238,49,28,0,7430,8,0
Scala,281,218,0,63,20,12158,1,0
C++ Header,260,127,110,23,4,7964,4,0
Objective C++,244,189,0,55,8,10879,1,0
ASP,169,136,0,33,9,4526,1,0
AWK,122,99,9,14,13,3481,2,0
BASH,89,49,32,8,10,2260,3,0
Autoconf,71,41,15,15,2,1565,4,0
Snakemake,32,20,6,6,0,1254,1,0
Extensible Stylesheet Language Transformations,7,7,0,0,0,310,1,0
