Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,16977928,12349785,2205218,2422925,1749550,460131506,24928,0
JSON,9013214,9013214,0,0,0,2141589950,163,0
C Header,4728019,3380420,874385,473214,39713,195000722,19605,0
Device Tree,576685,453586,55723,67376,0,14155028,2342,0
Plain Text,424988,337218,0,87770,0,15323717,3817,0
Assembly,411643,306010,62229,43404,3832,10516133,1438,0
ReStructuredText,142641,107013,0,35628,0,4582805,763,0
Intel HEX,106650,106639,0,11,0,4685001,109,0
Makefile,53536,36727,8222,8587,340,1706606,2342,0
SVG,35395,34406,932,57,0,1841794,45,0
Perl,35026,27889,3197,3940,2994,941287,50,0
Shell,19498,13236,3966,2296,1502,494196,203,0
HEX,18293,18222,0,71,0,900059,25,0
Python,17690,13569,2306,1815,2663,576172,69,0
Go Template,9645,8760,0,885,0,326942,15,0
Happy,5569,4887,0,682,0,116992,9,0
HTML,5287,4723,0,564,0,207890,3,0
LEX,2509,1907,305,297,0,57974,8,0
AWK,2257,1828,212,217,595,56202,13,0
BASH,2240,1613,320,307,235,51660,47,0
C++,2196,1917,56,223,310,52902,7,0
License,1421,1171,0,250,0,75209,6,0
Markdown,1297,1077,0,220,0,65760,1,0
TeX,1015,904,3,108,96,50901,1,0
Bazel,752,462,132,158,10,23436,2,0
Unreal Script,666,400,168,98,22,16715,5,0
LD Script,579,463,58,58,0,11152,19,0
Objective C++,244,189,0,55,8,10878,1,0
Gherkin Specification,231,154,49,28,0,7635,1,0
Autoconf,175,132,16,27,6,10828,7,0
DOT,174,137,7,30,0,6930,7,0
CSV,160,159,0,1,0,9701,3,0
C++ Header,125,59,55,11,2,3859,2,0
Extensible Stylesheet Language Transformations,111,98,0,13,0,3985,6,0
Snakemake,77,49,15,13,0,2792,2,0
CSS,72,35,23,14,0,1829,1,0
sed,53,21,30,2,1,1575,3,0
Vim Script,42,27,12,3,5,1355,1,0
Module-Definition,8,8,0,0,1,147,1,0
