Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
JSON,8919011,8919011,0,0,0,2137976879,1,0
C,7091792,5059728,1054100,977964,781287,192081686,10783,0
C Header,1723907,1170915,342558,210434,21078,60356490,9666,0
Assembly,296315,227585,38680,30050,2946,7524606,1003,0
Plain Text,177292,135488,0,41804,0,6727327,718,0
Device Tree,27308,22625,1907,2776,0,665867,85,0
Makefile,25664,15674,5310,4680,143,788319,1065,0
Go Template,21338,19067,0,2271,0,719402,28,0
HEX,17207,17135,0,72,0,842018,26,0
Intel HEX,10437,10431,0,6,0,457742,25,0
Perl,9518,6988,1402,1128,1145,255747,23,0
Shell,4361,2763,1187,411,303,118069,49,0
Happy,3727,3280,0,447,0,77867,5,0
LEX,1864,1397,251,216,0,40961,5,0
C++,1759,1567,43,149,271,43178,1,0
TeX,1022,911,3,108,96,51371,1,0
Unreal Script,927,517,240,170,8,20822,4,0
LD Script,669,557,60,52,0,12733,17,0
Python,604,433,87,84,114,15494,5,0
HTML,425,367,0,58,0,15879,2,0
License,402,332,0,70,0,20823,3,0
Bazel,380,218,78,84,5,11552,1,0
Scala,281,218,0,63,20,12158,1,0
Objective C++,244,189,0,55,8,10879,1,0
BASH,197,138,23,36,18,4970,3,0
ASP,169,136,0,33,9,4526,1,0
C++ Header,125,59,55,11,2,3859,2,0
AWK,119,96,9,14,13,3378,2,0
Autoconf,117,91,9,17,2,2541,4,0
Snakemake,32,20,6,6,0,1258,1,0
sed,32,29,3,0,29,2006,1,0
Extensible Stylesheet Language Transformations,8,8,0,0,0,361,1,0
