Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1165464,931759,95907,137798,161733,43511716,2580,0
C Header,190328,122437,50997,16894,2403,8121839,926,0
Assembly,116652,98522,9211,8919,1203,3762304,266,0
Makefile,13656,10837,220,2599,3,733113,132,0
Shell,9370,8232,408,730,937,306813,24,0
Plain Text,2707,2186,0,521,0,109135,16,0
C++,2402,1961,137,304,532,84491,3,0
Objective C,1779,1352,117,310,263,65959,2,0
Perl,1592,1059,282,251,164,48223,7,0
Cuda,590,448,79,63,35,23157,3,0
Windows Resource-Definition Script,495,270,198,27,0,18367,9,0
XML Schema,379,337,0,42,0,20608,1,0
CSS,193,140,26,27,0,118301,3,0
Markdown,187,148,0,39,0,7171,4,0
AWK,64,53,5,6,23,1792,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,59,59,0,0,0,738,9,0
Python,59,49,2,8,13,1743,2,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,537,1,0
