Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1344806,1075283,108178,161345,183655,50670659,2930,0
C Header,197714,122483,57624,17607,2526,8435069,1053,0
Assembly,126508,106398,9837,10273,1395,4125404,283,0
Makefile,15184,12024,370,2790,4,841686,145,0
Shell,9607,8511,406,690,951,323527,22,0
Objective C,2733,2092,214,427,396,104755,5,0
Plain Text,2707,2187,0,520,0,109132,16,0
C++,2692,2206,143,343,647,96547,3,0
Cuda,1667,1320,100,247,32,45874,4,0
Perl,1655,1118,284,253,180,50424,7,0
Markdown,1072,868,0,204,0,34613,7,0
Python,793,575,99,119,130,32831,6,0
Windows Resource-Definition Script,440,240,176,24,0,16301,8,0
XML Schema,386,341,0,45,0,20697,1,0
CSS,193,140,26,27,0,118301,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
