Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
C,1348571,1077723,108772,162076,184145,50769349,2949,0
C Header,198532,122826,57971,17735,2579,8461601,1059,0
Assembly,123436,103647,9635,10154,1314,4065472,284,0
Makefile,15295,12102,387,2806,4,850295,145,0
Shell,9640,8539,407,694,957,324971,22,0
Objective C,2733,2092,214,427,396,104755,5,0
Plain Text,2707,2187,0,520,0,109132,16,0
C++,2692,2206,143,343,647,96547,3,0
Cuda,1841,1430,138,273,54,51961,5,0
Perl,1655,1118,284,253,180,50424,7,0
Markdown,1072,868,0,204,0,34613,7,0
Python,793,575,99,119,130,32831,6,0
Windows Resource-Definition Script,440,240,176,24,0,16301,8,0
XML Schema,388,343,0,45,0,20819,1,0
CSS,193,140,26,27,0,118301,3,0
AWK,67,56,5,6,28,1912,1,0
Ruby,61,51,1,9,4,1462,1,0
Coq,56,56,0,0,0,729,8,0
HTML,53,44,5,4,0,1631,1,0
YAML,30,30,0,0,0,531,1,0
