Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,310251,239196,34035,37020,18613,12027712,2376,0
Plain Text,125746,91358,0,34388,0,5537115,423,0
JavaScript,19905,13626,3416,2863,2874,797260,44,0
HTML,4068,3539,19,510,0,187880,296,0
CSS,3525,2754,115,656,0,71674,31,0
JSON,1427,1424,0,3,0,72881,44,0
XML,220,218,2,0,0,9108,15,0
Batch,189,165,1,23,65,5080,1,0
Makefile,167,133,5,29,3,5765,2,0
SVG,136,136,0,0,1,47319,28,0
License,102,82,0,20,0,5689,4,0
ReStructuredText,85,59,0,26,0,3323,3,0
INI,66,54,5,7,0,1404,1,0
Shell,28,16,8,4,3,809,1,0
Autoconf,17,17,0,0,0,307,1,0
CSV,4,4,0,0,0,57,1,0
Smarty Template,3,3,0,0,0,130,1,0
