Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,240377,178630,31296,30451,15302,9517261,1773,0
Plain Text,109385,79162,0,30223,0,4189772,338,0
JavaScript,12114,8983,1624,1507,2174,472327,26,0
HTML,3631,3141,18,472,0,171035,173,0
CSS,2781,2141,100,540,0,58479,26,0
JSON,2417,2400,0,17,0,86198,59,0
XML,738,734,2,2,0,37265,31,0
Batch,197,173,1,23,65,5630,2,0
Makefile,162,129,5,28,3,5568,2,0
Shell,99,74,15,10,15,4260,5,0
License,82,66,0,16,0,4608,3,0
ReStructuredText,69,47,0,22,0,2695,2,0
Autoconf,38,38,0,0,0,1639,1,0
SQL,15,12,2,1,0,906,3,0
SVG,10,10,0,0,1,37553,4,0
CSV,4,4,0,0,0,57,1,0
Smarty Template,3,3,0,0,0,130,1,0
