Language,Lines,Code,Comments,Blanks,Complexity,Bytes,Files,ULOC
Python,236039,174388,31687,29964,15257,9359864,1785,0
Plain Text,105764,76385,0,29379,0,4024392,329,0
JavaScript,12113,8980,1622,1511,2180,471942,26,0
HTML,3827,3322,18,487,0,178605,182,0
CSS,2713,2093,92,528,0,56699,25,0
JSON,2429,2411,0,18,0,86174,59,0
XML,770,766,2,2,0,38674,33,0
Batch,197,173,1,23,65,5630,2,0
Makefile,154,123,5,26,2,5431,2,0
Shell,99,74,15,10,15,4260,5,0
License,82,66,0,16,0,4608,3,0
ReStructuredText,69,47,0,22,0,2695,2,0
Autoconf,37,37,0,0,0,1604,1,0
SQL,15,12,2,1,0,906,3,0
SVG,10,10,0,0,1,37553,4,0
CSV,4,4,0,0,0,57,1,0
Smarty Template,3,3,0,0,0,130,1,0
